	C165-O_OH-2013-OC-ST222	C170-S_MI-2016-CS-ST222	C171-O_MI-2010-OC-ST222	C173-S_NY-2009-CS-ST222	C174-O_MD-2009-OC-ST222	C175-S_IN-2009-CS-ST222	C181-S_IL-2006-CS-ST222	C182-S_IL-2006-CS-ST222	C183-S_NY-2009-CS-ST222	C186-S_OH-2009-CS-ST222	C191-S_IL-2011-CS-ST222	C192-S_RI-2012-CS-ST222	C193-S_IL-2012-CS-ST222	C194-S_WI-2012-CS-ST222	C195-S_MI-2016-CS-ST222	C196-S_MI-2016-CS-ST222	C197-S_CO-2011-CS-ST222	C201-S_PA-2013-CS-ST222	C207-S_WI-2013-CS-ST222	C208-S_MA-2013-CS-ST222	C209-S_MA-2013-CS-ST222	C210-S_IL-2013-CS-ST222	C211-S_IL-2014-CS-ST222	C212-S_IN-2016-CS-ST222	C213-S_PA-2016-CS-ST222	C221-S_CT-2001-CS-ST222	C222-S_OH-2001-CS-ST222	C223-S_VT-2002-CS-ST222	C224-S_OH-2002-CS-ST222	C225-S_IL-2003-CS-ST222	C226-S_IL-2004-CS-ST222	C228-S_PA-1998-CS-ST222	C229-S_OH-2000-CS-ST222	C230-S_MO-2018-CS-ST222	C231-S_IN-2018-CS-ST222	C233-S_OH-2018-CS-ST222	C235-S_RI-2019-CS-ST222	C237-O_NJ-2019-OC-ST222	C238-O_OH-2019-OC-ST222	C240-S_IL-2019-CS-ST222	C242-S_OH-2019-CS-ST222	C290-S_CO-2018-CS-ST222	C291-O_OH-2013-OC-ST222	C292-S_IN-2018-CS-ST222	C293-S_MN-2013-CS-ST222	C294-S_MN-2019-CS-ST222	C295-S_MN-2019-CS-ST222	C296-S_MI-2010-CS-ST222	C297-S_MI-2013-CP-ST222	C298-S_MI-2013-CP-ST222	C299-S_MI-2013-CP-ST222	C300-S_MI-2013-CS-ST222	C301-S_MI-2013-CS-ST222	C302-S_MI-2013-CS-ST222	C303-S_MI-2013-CS-ST222	C304-S_MI-2014-CS-ST222	C305-S_MI-2015-CS-ST222	C306-S_MI-2015-CS-ST222	C307-S_MI-2016-CS-ST222	C308-S_MI-2016-CS-ST222	C309-S_MI-2016-CS-ST222	C310-S_MI-2017-CS-ST222	C311-S_MI-2018-CS-ST222	C312-S_MI-2018-CS-ST222	C313-S_MI-2018-CS-ST222	C314-S_MI-2018-CS-ST222	C315-S_MI-2018-CS-ST222	C316-S_MI-2019-CS-ST222	C317-S_MI-2019-CS-ST222	C318-S_MI-2019-CS-ST222	C319-S_MI-2019-CS-ST222	C320-S_MI-2019-CS-ST222	C321-S_MI-2020-CS-ST222	C322-S_CO-2011-CS-ST222	C323-S_CO-2017-CS-ST222	C324-S_CO-2018-CS-ST222	C325-S_NY-2016-CS-ST222	C326-S_NY-2016-CS-ST222	C327-S_NY-2016-CS-ST222	C328-S_NY-2017-CS-ST222	C329-S_NY-2017-CS-ST222	C330-S_NY-2017-CS-ST222	C331-S_NY-2017-CS-ST222	C332-S_NY-2017-CS-ST222	C333-S_NY-2017-CS-ST222	C334-S_NY-2017-CS-ST222	C335-S_NY-2017-CS-ST222	C336-S_NY-2017-CS-ST222	C337-S_NY-2017-CS-ST222	C338-S_NY-2016-CS-ST222	C339-S_NY-2018-CS-ST222	C340-S_NY-2017-CS-ST222	C341-S_NY-2015-CS-ST222	C342-S_NY-2015-CS-ST222	C343-S_NY-2012-CS-ST222	C344-S_NY-2016-CS-ST222	C345-S_MN-2018-CS-ST222	E155-O_OH-2013-OE-ST222	E156-O_OH-2013-OE-ST222	E157-O_OH-2013-OE-ST222	E159-O_OH-2013-OE-ST222	E160-O_OH-2013-OE-ST222	E161-O_MI-2010-OE-ST222	E162-O_MI-2010-OE-ST222	E163-O_MI-2010-OE-ST222	E164-O_MI-2010-OE-ST222	E165-O_VT-2002-OE-ST222	E166-O_VT-2002-OE-ST222	E167-O_MD-2009-OE-ST222	E168-O_MD-2009-OE-ST222	E169-O_MD-2009-OE-ST222	E170-O_MD-2009-OE-ST222	E171-O_MD-2009-OE-ST222	E172-O_PA-2009-OE-ST222	E174-O_OH-2013-OE-ST222	U1-U_MA-UNK-UNK-STUNK	U4-U_MA-UNK-UNK-STUNK	U5-U_MA-UNK-UNK-STUNK	U6-U_MA-UNK-UNK-STUNK	U9-U_MI-2016-UNK-ST222
C335-S_NY-2017-CS-ST222	99.8565	99.9452	99.9446	99.9178	99.9605	99.9216	99.9426	99.7665	99.9498	99.8722	99.9613	99.9096	99.8675	99.8346	99.9123	99.7655	99.9317	99.8358	99.9337	99.9191	99.9338	99.8832	99.9856	99.8579	99.8204	99.8864	99.8687	99.9056	99.9447	99.9183	99.9111	99.9098	99.88	99.8961	99.895	99.8392	99.9207	99.9449	99.8947	99.7617	99.9453	99.8612	99.8719	99.8919	99.8943	99.8877	99.9297	99.96	99.9076	99.9127	99.9404	99.9444	99.9132	99.9464	99.9464	99.9204	99.9395	99.9449	99.9461	99.9189	99.9323	99.7517	99.8886	99.9628	99.852	99.9555	99.9439	99.9448	99.9435	99.8517	99.9661	99.8342	99.8942	99.9098	99.8061	99.8935	99.906	99.8617	99.9861	99.737	99.9635	99.985	99.9887	99.9704	99.8482	99.8109	100	99.9046	99.9699	99.8987	99.9671	99.9676	99.9113	99.9176	99.8233	99.9352	99.9057	99.8826	99.8836	99.8781	99.8826	99.8812	99.9454	99.9444	99.946	99.9445	99.9083	99.9067	99.9891	99.9887	99.9879	99.9855	99.9889	99.9856	99.883	99.8249	99.9314	99.9115	99.8683	99.8504
C336-S_NY-2017-CS-ST222	99.9137	99.9208	99.9196	99.9599	99.9734	99.8642	99.9266	99.8849	99.9185	99.8996	99.9706	99.9763	99.926	99.9041	99.9199	99.7892	99.9774	99.903	99.8913	99.9018	99.9752	99.9282	99.9112	99.8628	99.8957	99.9335	99.975	99.9751	99.9252	99.8501	99.9733	99.9769	99.9025	99.8653	99.8292	99.8993	99.9911	99.9115	99.9192	99.8318	99.9234	99.9153	99.9267	99.8471	99.8646	99.9219	99.8758	99.9483	99.8462	99.8477	99.9112	99.8648	99.8815	99.9208	99.9286	99.8736	99.8817	99.8903	99.9209	99.9748	99.8842	99.8348	99.8874	99.9114	99.9223	99.8492	99.8641	99.9569	99.9565	99.8786	99.8415	99.8806	99.8847	99.978	99.947	99.9211	99.9458	99.9788	99.962	99.846	99.9103	99.9125	99.9297	99.9212	99.9024	99.891	99.9046	100	99.8815	99.9148	99.9055	99.9143	99.9751	99.9563	99.9422	99.9741	99.8675	99.9147	99.9112	99.9102	99.9123	99.9123	99.9192	99.9152	99.9136	99.9133	99.972	99.974	99.9726	99.9728	99.9687	99.9681	99.9703	99.9694	99.92	99.93	99.97	99.9202	99.9682	99.8952
C337-S_NY-2017-CS-ST222	99.8853	99.9692	99.9705	99.9428	99.9693	99.9042	99.9312	99.8595	99.975	99.9355	99.982	99.9452	99.9305	99.8668	99.9336	99.7958	99.9204	99.8708	99.938	99.9512	99.916	99.8784	99.9846	99.8405	99.8458	99.8494	99.9006	99.9469	99.9716	99.904	99.9469	99.9435	99.9155	99.9281	99.8834	99.8687	99.9327	99.9721	99.9064	99.8467	99.92	99.8581	99.8798	99.9114	99.9249	99.8912	99.905	99.9358	99.9035	99.89	99.9698	99.9438	99.9359	99.967	99.9261	99.9591	99.9517	99.9687	99.9683	99.9351	99.9461	99.779	99.8235	99.9924	99.8778	99.9535	99.9053	99.9681	99.9674	99.8642	99.9695	99.8649	99.92	99.9407	99.8794	99.8853	99.8545	99.8986	99.9697	99.8137	99.9912	99.968	99.9942	99.9886	99.8742	99.8587	99.9699	99.8815	100	99.9651	99.9907	99.9861	99.946	99.9433	99.7977	99.9196	99.895	99.8579	99.8597	99.8551	99.8574	99.857	99.9701	99.9707	99.9708	99.9685	99.9465	99.9453	99.9687	99.969	99.9679	99.9663	99.9672	99.965	99.8768	99.743	99.9422	99.8825	99.929	99.8759
C338-S_NY-2016-CS-ST222	99.9107	99.9883	99.9948	99.9451	99.9678	99.9002	99.917	99.8651	99.966	99.9201	99.9798	99.9436	99.9335	99.8924	99.9271	99.7912	99.9152	99.8927	99.884	99.9489	99.9169	99.8775	99.9365	99.8322	99.861	99.8922	99.8936	99.9422	99.9901	99.8723	99.9465	99.9419	99.9372	99.9215	99.8926	99.8909	99.9271	99.9193	99.8997	99.8543	99.895	99.8458	99.9032	99.9157	99.9201	99.9039	99.8978	99.9308	99.9147	99.9154	99.9929	99.9681	99.9596	99.9882	99.9238	99.9506	99.9452	99.9894	99.9923	99.9142	99.9364	99.7336	99.9026	99.9881	99.8642	99.9799	99.988	99.9663	99.9662	99.8869	99.9885	99.8844	99.9149	99.9394	99.9109	99.8801	99.8909	99.8869	99.9395	99.8232	99.9856	99.9632	99.9874	99.9616	99.8899	99.8656	99.8987	99.9148	99.9651	100	99.986	99.9603	99.9471	99.9437	99.8755	99.9216	99.9061	99.8847	99.8854	99.8838	99.884	99.8812	99.9913	99.9949	99.9932	99.9906	99.9438	99.9426	99.9696	99.9702	99.9684	99.9672	99.9669	99.9648	99.902	99.8295	99.9146	99.9179	99.9115	99.8457
C339-S_NY-2018-CS-ST222	99.9811	99.99	99.9906	99.9696	99.9685	99.9155	99.963	99.9254	99.9664	99.9658	99.9772	99.9413	99.9657	99.9615	99.9568	99.7798	99.9255	99.9646	99.9348	99.9398	99.923	99.8837	99.9794	99.9158	99.8922	99.9145	99.9275	99.9355	99.986	99.9091	99.936	99.9385	99.9336	99.93	99.9229	99.9595	99.9287	99.9685	99.9431	99.8995	99.9712	99.9428	99.9827	99.926	99.9321	99.9229	99.97	99.9411	99.9532	99.9518	99.9907	99.9718	99.9542	99.984	99.9278	99.9587	99.9537	99.9909	99.9885	99.9644	99.9554	99.8304	99.9181	99.9918	99.9123	99.9797	99.9878	99.9643	99.9638	99.9671	99.9809	99.9664	99.9176	99.9359	99.8853	99.9528	99.9203	99.9034	99.9653	99.8643	99.9888	99.9801	99.9986	99.9727	99.974	99.9152	99.9671	99.9055	99.9907	99.986	100	99.9746	99.9354	99.9666	99.9166	99.9218	99.9702	99.9607	99.9641	99.9585	99.9618	99.9633	99.9889	99.9852	99.9878	99.9824	99.9384	99.9359	99.9683	99.9687	99.9697	99.9681	99.9673	99.9667	99.9703	99.9132	99.9324	99.9307	99.9255	99.9201
C340-S_NY-2017-CS-ST222	99.8872	99.9603	99.9603	99.9448	99.9677	99.9076	99.9386	99.8581	99.9741	99.9322	99.9785	99.9479	99.9383	99.8763	99.9338	99.8038	99.9172	99.878	99.945	99.9518	99.9189	99.883	99.9882	99.8416	99.8775	99.9126	99.9071	99.9471	99.9701	99.8672	99.9464	99.9471	99.9203	99.9314	99.9008	99.881	99.9342	99.9765	99.9145	99.8556	99.9211	99.887	99.8861	99.9261	99.932	99.9051	99.9119	99.9399	99.9247	99.9219	99.9565	99.9352	99.9279	99.9575	99.9252	99.9618	99.9528	99.962	99.9623	99.9238	99.9482	99.7934	99.9142	99.9784	99.8872	99.9522	99.9623	99.9729	99.9703	99.8633	99.9617	99.8664	99.9234	99.9373	99.9049	99.9109	99.9214	99.9055	99.9674	99.8178	99.9781	99.9546	99.9816	99.9941	99.8731	99.8575	99.9676	99.9143	99.9861	99.9603	99.9746	100	99.9483	99.945	99.8635	99.9213	99.916	99.8613	99.8612	99.8585	99.8606	99.8574	99.959	99.9578	99.9593	99.9602	99.944	99.9443	99.9671	99.9701	99.969	99.9657	99.966	99.963	99.8794	99.8131	99.9188	99.945	99.9315	99.8617
C341-S_NY-2015-CS-ST222	99.9376	99.9488	99.9475	99.9813	99.9703	99.8644	99.9443	99.9009	99.9323	99.9103	99.9809	99.9949	99.9117	99.9349	99.9353	99.8057	99.9675	99.9373	99.9027	99.9321	99.9706	99.9215	99.9296	99.862	99.8986	99.9592	99.9943	99.9926	99.9475	99.846	99.9946	99.9968	99.9229	99.8907	99.8536	99.933	99.988	99.9378	99.9087	99.8649	99.9167	99.8911	99.9344	99.879	99.8891	99.9271	99.8919	99.9473	99.8552	99.8546	99.9502	99.8935	99.9145	99.9451	99.9274	99.9064	99.9007	99.9073	99.9488	99.9632	99.893	99.8494	99.9179	99.9483	99.9403	99.909	99.949	99.9792	99.9797	99.9166	99.9318	99.9175	99.9063	99.9924	99.9619	99.9197	99.9363	99.9429	99.9644	99.8669	99.9471	99.9228	99.9468	99.9478	99.9083	99.8989	99.9113	99.9751	99.946	99.9471	99.9354	99.9483	100	99.9848	99.9397	99.9693	99.9	99.9123	99.9125	99.9102	99.9114	99.9091	99.9438	99.9416	99.9459	99.9439	99.9944	99.9931	99.9721	99.9727	99.9722	99.969	99.9713	99.9678	99.9311	99.9622	99.9673	99.981	99.9899	99.9184
C342-S_NY-2015-CS-ST222	99.9263	99.9426	99.9472	99.9941	99.9571	99.9037	99.9059	99.9219	99.9656	99.8652	99.9706	99.9815	99.9535	99.9294	99.9509	99.8034	99.95	99.9311	99.9381	99.9657	99.9554	99.911	99.9751	99.8493	99.879	99.9541	99.9547	99.9808	99.9466	99.9519	99.9807	99.9815	99.9456	99.9284	99.8952	99.9294	99.9772	99.9744	99.9239	99.8785	99.8902	99.8788	99.9228	99.9173	99.9278	99.9084	99.8846	99.9446	99.9254	99.9274	99.947	99.919	99.9122	99.9445	99.9188	99.9674	99.962	99.9404	99.9786	99.9223	99.9538	99.7991	99.9187	99.9804	99.8731	99.9309	99.9423	99.9782	99.9797	99.9302	99.9431	99.9308	99.9779	99.9735	99.9465	99.9108	99.9157	99.9509	99.9218	99.8929	99.9793	99.954	99.9785	99.9456	99.8847	99.9243	99.9176	99.9563	99.9433	99.9437	99.9666	99.945	99.9848	100	99.9239	99.9562	99.8942	99.8999	99.9003	99.8974	99.8989	99.8968	99.9455	99.9463	99.9475	99.9457	99.9795	99.9799	99.9559	99.9572	99.9558	99.9533	99.9554	99.9527	99.9166	99.901	99.9789	99.9435	99.9788	99.8739
C343-S_NY-2012-CS-ST222	99.9076	99.8844	99.9109	99.9241	99.988	99.8605	99.9282	99.907	99.9274	99.8162	99.9755	99.9384	99.8862	99.8775	99.8871	99.7772	99.9629	99.8773	99.8123	99.907	99.9349	99.9434	99.876	99.8658	99.8302	99.8918	99.9304	99.9714	99.8866	99.8659	99.9648	99.9396	99.8617	99.8638	99.7898	99.8732	99.9472	99.8689	99.8913	99.8448	99.9101	99.8702	99.9044	99.8118	99.8611	99.8815	99.8084	99.9617	99.7846	99.7853	99.8864	99.8551	99.8542	99.8834	99.9191	99.9018	99.8964	99.8471	99.8877	99.9262	99.9117	99.7499	99.847	99.9166	99.8981	99.8018	99.8536	99.9458	99.9478	99.8573	99.8796	99.8622	99.8727	99.9859	99.9161	99.9022	99.9412	99.9373	99.9293	99.8638	99.9178	99.9387	99.9387	99.8668	99.8511	99.9179	99.8233	99.9422	99.7977	99.8755	99.9166	99.8635	99.9397	99.9239	100	99.9923	99.7942	99.909	99.9094	99.9029	99.909	99.9078	99.8882	99.8861	99.8876	99.8831	99.9711	99.9709	99.9873	99.9884	99.987	99.9861	99.9876	99.9856	99.9082	99.9005	99.9346	99.8504	99.9576	99.8354
C344-S_NY-2016-CS-ST222	99.9382	99.9246	99.9232	99.9569	99.994	99.8625	99.9434	99.8835	99.9051	99.9015	99.9818	99.9684	99.8846	99.9097	99.9296	99.7811	99.9666	99.909	99.8975	99.9078	99.9687	99.9467	99.9286	99.8879	99.8892	99.9666	99.968	99.9703	99.923	99.8676	99.9693	99.9696	99.8944	99.8622	99.8589	99.9063	99.9835	99.9067	99.9317	99.8352	99.9144	99.8826	99.9341	99.8807	99.8603	99.9118	99.8917	99.9431	99.8653	99.8644	99.9219	99.8908	99.8873	99.9194	99.926	99.8815	99.9005	99.8805	99.9238	99.9599	99.916	99.8267	99.9122	99.9219	99.913	99.9053	99.917	99.9524	99.9546	99.8891	99.9446	99.8935	99.879	99.9911	99.973	99.9206	99.9906	99.9935	99.9884	99.8619	99.9207	99.9458	99.944	99.9231	99.8827	99.9194	99.9352	99.9741	99.9196	99.9216	99.9218	99.9213	99.9693	99.9562	99.9923	100	99.8759	99.9377	99.938	99.9332	99.9366	99.9345	99.9206	99.9216	99.9214	99.9204	99.9684	99.9696	99.995	99.9962	99.9944	99.9923	99.9926	99.9892	99.9376	99.9935	99.9638	99.9648	99.9673	99.9164
C345-S_MN-2018-CS-ST222	99.8994	99.9074	99.9106	99.8939	99.9497	99.9113	99.9133	99.9106	99.9805	99.9138	99.9856	99.8986	99.949	99.9172	99.8841	99.7155	99.8964	99.9183	99.8747	99.9283	99.8898	99.8329	99.929	99.8788	99.7583	99.8228	99.819	99.9017	99.9147	99.9212	99.9001	99.8975	99.9176	99.9158	99.9061	99.9146	99.904	99.95	99.852	99.8751	99.8948	99.8949	99.93	99.9042	99.9177	99.7946	99.9411	99.9314	99.9261	99.9179	99.9106	99.8568	99.8744	99.9141	99.9248	99.9469	99.9606	99.8364	99.8996	99.8714	99.9328	99.7344	99.7615	99.9673	99.8018	99.8841	99.8458	99.9454	99.947	99.9076	99.916	99.9165	99.874	99.8827	99.8129	99.8963	99.7575	99.8631	99.9203	99.8596	99.9653	99.9682	99.9893	99.9203	99.9279	99.9159	99.9057	99.8675	99.895	99.9061	99.9702	99.916	99.9	99.8942	99.7942	99.8759	100	99.8961	99.8975	99.8945	99.8961	99.8992	99.911	99.906	99.9091	99.9081	99.901	99.9004	99.9504	99.951	99.9501	99.9503	99.9499	99.9489	99.9334	99.7737	99.8928	99.7847	99.8823	99.8105
E155-O_OH-2013-OE-ST222	99.9958	99.8826	99.9108	99.8983	99.9859	99.9177	99.9547	99.885	99.9383	99.8547	99.9762	99.9129	99.9313	99.9699	99.9028	99.7748	99.9112	99.9669	99.886	99.9277	99.9118	99.9109	99.9888	99.899	99.8008	99.9023	99.835	99.9114	99.8906	99.8828	99.9106	99.9123	99.8283	99.9209	99.9168	99.9672	99.9249	99.9581	99.9036	99.8679	99.9108	99.9121	99.9909	99.9353	99.9176	99.824	99.9169	99.9409	99.923	99.9239	99.8857	99.8801	99.8503	99.8831	99.9207	99.9648	99.9575	99.8835	99.8877	99.893	99.9752	99.7835	99.9096	99.9574	99.8703	99.8979	99.8802	99.9489	99.9508	99.9535	99.9049	99.9622	99.8987	99.9321	99.8295	99.9506	99.8326	99.9276	99.879	99.8421	99.9588	99.9837	99.9834	99.8633	99.8735	99.8984	99.8826	99.9147	99.8579	99.8847	99.9607	99.8613	99.9123	99.8999	99.909	99.9377	99.8961	100	99.9944	99.9936	99.9955	99.9938	99.9101	99.9092	99.9118	99.9099	99.9378	99.9387	99.9898	99.9908	99.9892	99.9879	99.9876	99.9862	99.9964	99.9471	99.9058	99.8328	99.9232	99.8703
E156-O_OH-2013-OE-ST222	99.9984	99.8834	99.9124	99.8994	99.9883	99.9207	99.9556	99.8778	99.9367	99.857	99.9776	99.9129	99.9314	99.972	99.9034	99.7746	99.913	99.9677	99.8871	99.9294	99.9097	99.9128	99.9916	99.9008	99.8005	99.9017	99.8359	99.9112	99.8894	99.8827	99.9123	99.9119	99.8279	99.9219	99.918	99.966	99.9227	99.9576	99.9037	99.8722	99.9113	99.9126	99.9908	99.9372	99.9185	99.8246	99.9169	99.9405	99.9236	99.9239	99.8856	99.8823	99.8524	99.8833	99.9204	99.9645	99.9574	99.8826	99.8881	99.893	99.9747	99.7847	99.909	99.958	99.8724	99.8961	99.8806	99.9481	99.9509	99.9537	99.9076	99.9604	99.899	99.9326	99.8293	99.9514	99.831	99.9264	99.8795	99.8435	99.9598	99.9821	99.9882	99.8649	99.874	99.9011	99.8836	99.9112	99.8597	99.8854	99.9641	99.8612	99.9125	99.9003	99.9094	99.938	99.8975	99.9944	100	99.9955	99.9973	99.9925	99.9085	99.911	99.9107	99.9093	99.9378	99.9339	99.9899	99.991	99.9884	99.9843	99.9886	99.9853	99.997	99.9476	99.9063	99.8336	99.924	99.871
E157-O_OH-2013-OE-ST222	99.9966	99.8847	99.9107	99.8986	99.9847	99.9157	99.9528	99.8755	99.9339	99.8557	99.9744	99.9097	99.9287	99.9689	99.8983	99.7732	99.9102	99.9649	99.8835	99.9236	99.9054	99.9116	99.9877	99.8973	99.7814	99.8974	99.8345	99.906	99.8884	99.92	99.909	99.9083	99.8257	99.918	99.9123	99.961	99.9143	99.9536	99.8979	99.8646	99.909	99.9112	99.9896	99.9314	99.9136	99.8227	99.9129	99.9376	99.921	99.9218	99.8824	99.8793	99.85	99.8804	99.9176	99.9627	99.9557	99.8819	99.8845	99.8919	99.9735	99.7823	99.9075	99.9528	99.8714	99.8966	99.8773	99.944	99.9481	99.9525	99.9026	99.9591	99.8975	99.93	99.8238	99.9512	99.8254	99.9238	99.8769	99.8407	99.9541	99.9796	99.9775	99.8636	99.8709	99.8982	99.8781	99.9102	99.8551	99.8838	99.9585	99.8585	99.9102	99.8974	99.9029	99.9332	99.8945	99.9936	99.9955	100	99.9978	99.9939	99.8874	99.8876	99.8857	99.887	99.9125	99.9112	99.9893	99.9902	99.9887	99.9878	99.9889	99.9864	99.9968	99.9465	99.9093	99.8075	99.8987	99.8711
E159-O_OH-2013-OE-ST222	99.997	99.8841	99.912	99.8987	99.9868	99.9186	99.9549	99.8775	99.9361	99.8562	99.9759	99.9119	99.9299	99.9716	99.9033	99.7739	99.9124	99.9667	99.8854	99.9284	99.9118	99.9113	99.9904	99.8999	99.8002	99.9011	99.8344	99.9102	99.8896	99.8832	99.9115	99.9116	99.8284	99.9218	99.9167	99.9673	99.9222	99.9575	99.9027	99.8713	99.9103	99.9135	99.99	99.9363	99.918	99.824	99.9158	99.9382	99.9228	99.9227	99.8846	99.8809	99.8516	99.8826	99.9197	99.9636	99.9573	99.8837	99.8864	99.8935	99.9744	99.7834	99.9088	99.9566	99.8716	99.8971	99.8788	99.9476	99.9503	99.9525	99.905	99.9605	99.8982	99.9318	99.829	99.951	99.8307	99.9284	99.8792	99.8423	99.9582	99.9822	99.9831	99.8651	99.8729	99.8986	99.8826	99.9123	99.8574	99.884	99.9618	99.8606	99.9114	99.8989	99.909	99.9366	99.8961	99.9955	99.9973	99.9978	100	99.9964	99.9121	99.9104	99.9105	99.9103	99.9378	99.9383	99.9905	99.9904	99.9895	99.9892	99.9896	99.9877	99.9962	99.9467	99.9064	99.833	99.9236	99.8692
E160-O_OH-2013-OE-ST222	99.9959	99.8841	99.9113	99.9005	99.9877	99.9196	99.951	99.8797	99.9349	99.8541	99.9732	99.9107	99.9273	99.971	99.9047	99.7746	99.91	99.9644	99.8852	99.9283	99.9075	99.9096	99.9911	99.8974	99.7838	99.8972	99.8318	99.9109	99.891	99.919	99.9077	99.9116	99.8232	99.919	99.9148	99.9624	99.9226	99.9519	99.9013	99.8695	99.9067	99.9124	99.9907	99.9377	99.9166	99.8232	99.9162	99.9393	99.9216	99.9215	99.8827	99.8788	99.8474	99.8804	99.915	99.9624	99.959	99.882	99.8843	99.8933	99.9736	99.7816	99.9092	99.9551	99.8694	99.8969	99.8786	99.9463	99.9475	99.9563	99.9028	99.9617	99.8952	99.9345	99.823	99.9502	99.8286	99.9277	99.877	99.8416	99.9566	99.9817	99.9866	99.8653	99.8728	99.8981	99.8812	99.9123	99.857	99.8812	99.9633	99.8574	99.9091	99.8968	99.9078	99.9345	99.8992	99.9938	99.9925	99.9939	99.9964	100	99.9126	99.9102	99.9079	99.9087	99.9347	99.9376	99.9899	99.9897	99.9868	99.9885	99.987	99.9877	99.9968	99.9474	99.9047	99.8303	99.9216	99.87
E161-O_MI-2010-OE-ST222	99.9121	99.993	99.997	99.9459	99.9713	99.901	99.9181	99.8737	99.9735	99.8966	99.9804	99.9485	99.9479	99.8951	99.9335	99.7947	99.9199	99.8939	99.9283	99.9515	99.9192	99.8771	99.9856	99.8312	99.8831	99.9098	99.8924	99.9464	99.9954	99.8655	99.9469	99.9471	99.9381	99.9222	99.8922	99.8964	99.9383	99.9752	99.9054	99.8696	99.9115	99.8479	99.9077	99.9189	99.9254	99.9082	99.9039	99.9336	99.919	99.9147	99.9949	99.9667	99.9571	99.9901	99.9222	99.9546	99.9506	99.9928	99.9937	99.9168	99.9406	99.7825	99.9087	99.9889	99.8657	99.9871	99.9899	99.9677	99.9642	99.8875	99.9922	99.8865	99.9177	99.9409	99.9237	99.8802	99.8903	99.9002	99.9438	99.8373	99.9864	99.965	99.9945	99.965	99.8959	99.9046	99.9454	99.9192	99.9701	99.9913	99.9889	99.959	99.9438	99.9455	99.8882	99.9206	99.911	99.9101	99.9085	99.8874	99.9121	99.9126	100	99.9947	99.9949	99.9917	99.9461	99.9462	99.969	99.9685	99.9679	99.9943	99.9665	99.9935	99.9039	99.8537	99.9449	99.9191	99.9319	99.8702
E162-O_MI-2010-OE-ST222	99.9132	99.9903	99.9967	99.9457	99.9693	99.9003	99.9191	99.8782	99.9695	99.8993	99.9809	99.9459	99.9465	99.8941	99.9301	99.7935	99.9175	99.8949	99.9297	99.9498	99.9166	99.8788	99.9837	99.8347	99.88	99.9089	99.8958	99.9455	99.9941	99.8651	99.9477	99.9447	99.9401	99.922	99.8925	99.894	99.927	99.9755	99.9041	99.8737	99.9128	99.8454	99.9041	99.9163	99.9216	99.9069	99.9	99.9352	99.917	99.9165	99.9945	99.9692	99.9599	99.9902	99.9256	99.9545	99.9475	99.9919	99.9934	99.9155	99.9391	99.7823	99.9055	99.9908	99.8662	99.9816	99.9889	99.9686	99.9668	99.8903	99.9898	99.8877	99.9174	99.9397	99.9288	99.8844	99.892	99.8994	99.9422	99.8353	99.9879	99.967	99.9871	99.9624	99.8913	99.9065	99.9444	99.9152	99.9707	99.9949	99.9852	99.9578	99.9416	99.9463	99.8861	99.9216	99.906	99.9092	99.911	99.8876	99.9104	99.9102	99.9947	100	99.9934	99.9909	99.9457	99.9464	99.9712	99.972	99.9702	99.9703	99.9707	99.97	99.9024	99.8311	99.9187	99.9205	99.9326	99.8486
E163-O_MI-2010-OE-ST222	99.9113	99.993	99.9957	99.9463	99.9705	99.9004	99.9207	99.8792	99.9721	99.8985	99.9823	99.9475	99.9483	99.8953	99.9308	99.7949	99.9177	99.8951	99.9299	99.9505	99.9206	99.8767	99.9854	99.8342	99.8656	99.912	99.8967	99.9471	99.9955	99.9028	99.945	99.9467	99.9398	99.9233	99.8948	99.892	99.9327	99.9762	99.9063	99.8724	99.9132	99.8494	99.9061	99.9186	99.9235	99.9082	99.9039	99.9366	99.9177	99.9173	99.9971	99.9687	99.9594	99.9924	99.9271	99.956	99.9496	99.9933	99.9958	99.9172	99.9415	99.7821	99.9092	99.9901	99.8609	99.9826	99.9912	99.9679	99.9676	99.8884	99.9915	99.8889	99.9188	99.9428	99.9266	99.8809	99.8944	99.904	99.9428	99.8378	99.9901	99.9661	99.9923	99.9648	99.8927	99.9051	99.946	99.9136	99.9708	99.9932	99.9878	99.9593	99.9459	99.9475	99.8876	99.9214	99.9091	99.9118	99.9107	99.8857	99.9105	99.9079	99.9949	99.9934	100	99.9937	99.9466	99.9452	99.9707	99.9718	99.9706	99.9686	99.9687	99.9667	99.9056	99.8313	99.9217	99.9214	99.9306	99.8471
